time,train_position,train_speed,passenger_count,decision_interval,n1_quality,n2_quality,n3_quality,n1_latency,n2_latency,n3_latency,n1_loss,n2_loss,n3_loss,n1_load,n2_load,n3_load,n1_score,n2_score,n3_score,selected_link
1,30,30,6,2,0.622222,0,0,20,35,50,3.02222,8,8,6,0,0,0.743333,0,0,1
3,90,30,6,2,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,5,1,0,0.823333,0.3175,0,1
5,150,30,6,2,0.888889,0.222222,0,20,35,50,0.888889,6.22222,8,4,2,0,0.903333,0.3975,0,1
7,210,30,6,2,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,4,2,0,0.956667,0.4775,0,1
9,270,30,6,2,0.844444,0.488889,0,20,35,50,1.24444,4.08889,8,4,2,0,0.876667,0.5575,0,1
11,330,30,6,2,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,3,3,0,0.796667,0.6375,0,1
13,390,30,6,2,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,2,3,1,0.716667,0.7175,0.253333,2
15,450,30,6,2,0.444444,0.888889,0.222222,20,35,50,4.44444,0.888889,6.22222,2,3,1,0.636667,0.7975,0.333333,2
17,510,30,6,2,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,2,3,1,0.556667,0.850833,0.413333,2
19,570,30,6,2,0.177778,0.844444,0.488889,20,35,50,6.57778,1.24444,4.08889,1,3,2,0.476667,0.770833,0.493333,2
21,630,30,6,2,0.0444444,0.711111,0.622222,20,35,50,7.64444,2.31111,3.02222,0,3,3,0,0.690833,0.573333,2
23,690,30,6,2,0,0.577778,0.755556,20,35,50,8,3.37778,1.95556,0,3,3,0,0.610833,0.653333,3
25,750,30,6,2,0,0.444444,0.888889,20,35,50,8,4.44444,0.888889,0,2,4,0,0.530833,0.733333,3
27,810,30,6,2,0,0.311111,0.977778,20,35,50,8,5.51111,0.177778,0,2,4,0,0.450833,0.786667,3
29,870,30,6,2,0,0.177778,0.844444,20,35,50,8,6.57778,1.24444,0,2,4,0,0.370833,0.706667,3
31,930,30,6,2,0,0.0444444,0.711111,20,35,50,8,7.64444,2.31111,0,0,6,0,0,0.626667,3
33,990,30,6,2,0,0,0.577778,20,35,50,8,8,3.37778,0,0,6,0,0,0.546667,3
35,1050,30,6,2,0,0,0.444444,20,35,50,8,8,4.44444,0,0,6,0,0,0.466667,3
37,1110,30,6,2,0,0,0.311111,20,35,50,8,8,5.51111,0,0,6,0,0,0.386667,3
39,1170,30,6,2,0,0,0.177778,20,35,50,8,8,6.57778,0,0,6,0,0,0.306667,3
41,1230,30,6,2,0,0,0.0444444,20,35,50,8,8,7.64444,6,0,0,0,0,0,1
43,1290,30,6,2,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
45,1350,30,6,2,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
47,1410,30,6,2,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
49,1470,30,6,2,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
51,1530,30,6,2,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
53,1590,30,6,2,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
55,1650,30,6,2,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
57,1710,30,6,2,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
59,1770,30,6,2,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
1,30,30,6,5,0.622222,0,0,20,35,50,3.02222,8,8,6,0,0,0.743333,0,0,1
6,180,30,6,5,0.955556,0.288889,0,20,35,50,0.355556,5.68889,8,4,2,0,0.943333,0.4375,0,1
11,330,30,6,5,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,3,3,0,0.796667,0.6375,0,1
16,480,30,6,5,0.377778,0.955556,0.288889,20,35,50,4.97778,0.355556,5.68889,2,3,1,0.596667,0.8375,0.373333,2
21,630,30,6,5,0.0444444,0.711111,0.622222,20,35,50,7.64444,2.31111,3.02222,0,3,3,0,0.690833,0.573333,2
26,780,30,6,5,0,0.377778,0.955556,20,35,50,8,4.97778,0.355556,0,2,4,0,0.490833,0.773333,3
31,930,30,6,5,0,0.0444444,0.711111,20,35,50,8,7.64444,2.31111,0,0,6,0,0,0.626667,3
36,1080,30,6,5,0,0,0.377778,20,35,50,8,8,4.97778,0,0,6,0,0,0.426667,3
41,1230,30,6,5,0,0,0.0444444,20,35,50,8,8,7.64444,6,0,0,0,0,0,1
46,1380,30,6,5,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
51,1530,30,6,5,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
56,1680,30,6,5,0,0,0,20,35,50,8,8,8,6,0,0,0,0,0,1
1,30,30,12,2,0.622222,0,0,20,35,50,3.02222,8,8,12,0,0,0.743333,0,0,1
3,90,30,12,2,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,9,3,0,0.823333,0.3175,0,1
5,150,30,12,2,0.888889,0.222222,0,20,35,50,0.888889,6.22222,8,9,3,0,0.903333,0.3975,0,1
7,210,30,12,2,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,8,4,0,0.956667,0.4775,0,1
9,270,30,12,2,0.844444,0.488889,0,20,35,50,1.24444,4.08889,8,7,5,0,0.876667,0.5575,0,1
11,330,30,12,2,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,7,5,0,0.796667,0.6375,0,1
13,390,30,12,2,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,5,5,2,0.716667,0.7175,0.253333,2
15,450,30,12,2,0.444444,0.888889,0.222222,20,35,50,4.44444,0.888889,6.22222,4,6,2,0.636667,0.7975,0.333333,2
17,510,30,12,2,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,4,6,2,0.556667,0.850833,0.413333,2
19,570,30,12,2,0.177778,0.844444,0.488889,20,35,50,6.57778,1.24444,4.08889,3,6,3,0.476667,0.770833,0.493333,2
21,630,30,12,2,0.0444444,0.711111,0.622222,20,35,50,7.64444,2.31111,3.02222,0,7,5,0,0.690833,0.573333,2
23,690,30,12,2,0,0.577778,0.755556,20,35,50,8,3.37778,1.95556,0,6,6,0,0.610833,0.653333,3
25,750,30,12,2,0,0.444444,0.888889,20,35,50,8,4.44444,0.888889,0,5,7,0,0.530833,0.733333,3
27,810,30,12,2,0,0.311111,0.977778,20,35,50,8,5.51111,0.177778,0,4,8,0,0.450833,0.786667,3
29,870,30,12,2,0,0.177778,0.844444,20,35,50,8,6.57778,1.24444,0,4,8,0,0.370833,0.706667,3
31,930,30,12,2,0,0.0444444,0.711111,20,35,50,8,7.64444,2.31111,0,0,12,0,0,0.626667,3
33,990,30,12,2,0,0,0.577778,20,35,50,8,8,3.37778,0,0,12,0,0,0.546667,3
35,1050,30,12,2,0,0,0.444444,20,35,50,8,8,4.44444,0,0,12,0,0,0.466667,3
37,1110,30,12,2,0,0,0.311111,20,35,50,8,8,5.51111,0,0,12,0,0,0.386667,3
39,1170,30,12,2,0,0,0.177778,20,35,50,8,8,6.57778,0,0,12,0,0,0.306667,3
41,1230,30,12,2,0,0,0.0444444,20,35,50,8,8,7.64444,12,0,0,0,0,0,1
43,1290,30,12,2,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
45,1350,30,12,2,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
47,1410,30,12,2,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
49,1470,30,12,2,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
51,1530,30,12,2,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
53,1590,30,12,2,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
55,1650,30,12,2,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
57,1710,30,12,2,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
59,1770,30,12,2,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
1,30,30,12,5,0.622222,0,0,20,35,50,3.02222,8,8,12,0,0,0.743333,0,0,1
6,180,30,12,5,0.955556,0.288889,0,20,35,50,0.355556,5.68889,8,8,4,0,0.943333,0.4375,0,1
11,330,30,12,5,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,7,5,0,0.796667,0.6375,0,1
16,480,30,12,5,0.377778,0.955556,0.288889,20,35,50,4.97778,0.355556,5.68889,4,6,2,0.596667,0.8375,0.373333,2
21,630,30,12,5,0.0444444,0.711111,0.622222,20,35,50,7.64444,2.31111,3.02222,0,7,5,0,0.690833,0.573333,2
26,780,30,12,5,0,0.377778,0.955556,20,35,50,8,4.97778,0.355556,0,5,7,0,0.490833,0.773333,3
31,930,30,12,5,0,0.0444444,0.711111,20,35,50,8,7.64444,2.31111,0,0,12,0,0,0.626667,3
36,1080,30,12,5,0,0,0.377778,20,35,50,8,8,4.97778,0,0,12,0,0,0.426667,3
41,1230,30,12,5,0,0,0.0444444,20,35,50,8,8,7.64444,12,0,0,0,0,0,1
46,1380,30,12,5,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
51,1530,30,12,5,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
56,1680,30,12,5,0,0,0,20,35,50,8,8,8,12,0,0,0,0,0,1
1,30,30,18,2,0.622222,0,0,20,35,50,3.02222,8,8,18,0,0,0.743333,0,0,1
3,90,30,18,2,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,13,5,0,0.823333,0.3175,0,1
5,150,30,18,2,0.888889,0.222222,0,20,35,50,0.888889,6.22222,8,13,5,0,0.903333,0.3975,0,1
7,210,30,18,2,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,12,6,0,0.956667,0.4775,0,1
9,270,30,18,2,0.844444,0.488889,0,20,35,50,1.24444,4.08889,8,11,7,0,0.876667,0.5575,0,1
11,330,30,18,2,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,10,8,0,0.796667,0.6375,0,1
13,390,30,18,2,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,8,8,2,0.716667,0.7175,0.253333,2
15,450,30,18,2,0.444444,0.888889,0.222222,20,35,50,4.44444,0.888889,6.22222,7,8,3,0.636667,0.7975,0.333333,2
17,510,30,18,2,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,5,9,4,0.556667,0.850833,0.413333,2
19,570,30,18,2,0.177778,0.844444,0.488889,20,35,50,6.57778,1.24444,4.08889,5,8,5,0.476667,0.770833,0.493333,2
21,630,30,18,2,0.0444444,0.711111,0.622222,20,35,50,7.64444,2.31111,3.02222,0,10,8,0,0.690833,0.573333,2
23,690,30,18,2,0,0.577778,0.755556,20,35,50,8,3.37778,1.95556,0,9,9,0,0.610833,0.653333,3
25,750,30,18,2,0,0.444444,0.888889,20,35,50,8,4.44444,0.888889,0,7,11,0,0.530833,0.733333,3
27,810,30,18,2,0,0.311111,0.977778,20,35,50,8,5.51111,0.177778,0,6,12,0,0.450833,0.786667,3
29,870,30,18,2,0,0.177778,0.844444,20,35,50,8,6.57778,1.24444,0,6,12,0,0.370833,0.706667,3
31,930,30,18,2,0,0.0444444,0.711111,20,35,50,8,7.64444,2.31111,0,0,18,0,0,0.626667,3
33,990,30,18,2,0,0,0.577778,20,35,50,8,8,3.37778,0,0,18,0,0,0.546667,3
35,1050,30,18,2,0,0,0.444444,20,35,50,8,8,4.44444,0,0,18,0,0,0.466667,3
37,1110,30,18,2,0,0,0.311111,20,35,50,8,8,5.51111,0,0,18,0,0,0.386667,3
39,1170,30,18,2,0,0,0.177778,20,35,50,8,8,6.57778,0,0,18,0,0,0.306667,3
41,1230,30,18,2,0,0,0.0444444,20,35,50,8,8,7.64444,18,0,0,0,0,0,1
43,1290,30,18,2,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
45,1350,30,18,2,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
47,1410,30,18,2,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
49,1470,30,18,2,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
51,1530,30,18,2,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
53,1590,30,18,2,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
55,1650,30,18,2,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
57,1710,30,18,2,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
59,1770,30,18,2,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
1,30,30,18,5,0.622222,0,0,20,35,50,3.02222,8,8,18,0,0,0.743333,0,0,1
6,180,30,18,5,0.955556,0.288889,0,20,35,50,0.355556,5.68889,8,12,6,0,0.943333,0.4375,0,1
11,330,30,18,5,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,10,8,0,0.796667,0.6375,0,1
16,480,30,18,5,0.377778,0.955556,0.288889,20,35,50,4.97778,0.355556,5.68889,6,8,4,0.596667,0.8375,0.373333,2
21,630,30,18,5,0.0444444,0.711111,0.622222,20,35,50,7.64444,2.31111,3.02222,0,10,8,0,0.690833,0.573333,2
26,780,30,18,5,0,0.377778,0.955556,20,35,50,8,4.97778,0.355556,0,7,11,0,0.490833,0.773333,3
31,930,30,18,5,0,0.0444444,0.711111,20,35,50,8,7.64444,2.31111,0,0,18,0,0,0.626667,3
36,1080,30,18,5,0,0,0.377778,20,35,50,8,8,4.97778,0,0,18,0,0,0.426667,3
41,1230,30,18,5,0,0,0.0444444,20,35,50,8,8,7.64444,18,0,0,0,0,0,1
46,1380,30,18,5,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
51,1530,30,18,5,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
56,1680,30,18,5,0,0,0,20,35,50,8,8,8,18,0,0,0,0,0,1
1,30,30,24,2,0.622222,0,0,20,35,50,3.02222,8,8,24,0,0,0.743333,0,0,1
3,90,30,24,2,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,18,6,0,0.823333,0.3175,0,1
5,150,30,24,2,0.888889,0.222222,0,20,35,50,0.888889,6.22222,8,17,7,0,0.903333,0.3975,0,1
7,210,30,24,2,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,16,8,0,0.956667,0.4775,0,1
9,270,30,24,2,0.844444,0.488889,0,20,35,50,1.24444,4.08889,8,15,9,0,0.876667,0.5575,0,1
11,330,30,24,2,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,13,11,0,0.796667,0.6375,0,1
13,390,30,24,2,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,10,11,3,0.716667,0.7175,0.253333,2
15,450,30,24,2,0.444444,0.888889,0.222222,20,35,50,4.44444,0.888889,6.22222,9,11,4,0.636667,0.7975,0.333333,2
17,510,30,24,2,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,7,12,5,0.556667,0.850833,0.413333,2
19,570,30,24,2,0.177778,0.844444,0.488889,20,35,50,6.57778,1.24444,4.08889,6,11,7,0.476667,0.770833,0.493333,2
21,630,30,24,2,0.0444444,0.711111,0.622222,20,35,50,7.64444,2.31111,3.02222,0,13,11,0,0.690833,0.573333,2
23,690,30,24,2,0,0.577778,0.755556,20,35,50,8,3.37778,1.95556,0,12,12,0,0.610833,0.653333,3
25,750,30,24,2,0,0.444444,0.888889,20,35,50,8,4.44444,0.888889,0,10,14,0,0.530833,0.733333,3
27,810,30,24,2,0,0.311111,0.977778,20,35,50,8,5.51111,0.177778,0,9,15,0,0.450833,0.786667,3
29,870,30,24,2,0,0.177778,0.844444,20,35,50,8,6.57778,1.24444,0,8,16,0,0.370833,0.706667,3
31,930,30,24,2,0,0.0444444,0.711111,20,35,50,8,7.64444,2.31111,0,0,24,0,0,0.626667,3
33,990,30,24,2,0,0,0.577778,20,35,50,8,8,3.37778,0,0,24,0,0,0.546667,3
35,1050,30,24,2,0,0,0.444444,20,35,50,8,8,4.44444,0,0,24,0,0,0.466667,3
37,1110,30,24,2,0,0,0.311111,20,35,50,8,8,5.51111,0,0,24,0,0,0.386667,3
39,1170,30,24,2,0,0,0.177778,20,35,50,8,8,6.57778,0,0,24,0,0,0.306667,3
41,1230,30,24,2,0,0,0.0444444,20,35,50,8,8,7.64444,24,0,0,0,0,0,1
43,1290,30,24,2,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
45,1350,30,24,2,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
47,1410,30,24,2,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
49,1470,30,24,2,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
51,1530,30,24,2,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
53,1590,30,24,2,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
55,1650,30,24,2,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
57,1710,30,24,2,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
59,1770,30,24,2,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
1,30,30,24,5,0.622222,0,0,20,35,50,3.02222,8,8,24,0,0,0.743333,0,0,1
6,180,30,24,5,0.955556,0.288889,0,20,35,50,0.355556,5.68889,8,17,7,0,0.943333,0.4375,0,1
11,330,30,24,5,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,13,11,0,0.796667,0.6375,0,1
16,480,30,24,5,0.377778,0.955556,0.288889,20,35,50,4.97778,0.355556,5.68889,8,11,5,0.596667,0.8375,0.373333,2
21,630,30,24,5,0.0444444,0.711111,0.622222,20,35,50,7.64444,2.31111,3.02222,0,13,11,0,0.690833,0.573333,2
26,780,30,24,5,0,0.377778,0.955556,20,35,50,8,4.97778,0.355556,0,9,15,0,0.490833,0.773333,3
31,930,30,24,5,0,0.0444444,0.711111,20,35,50,8,7.64444,2.31111,0,0,24,0,0,0.626667,3
36,1080,30,24,5,0,0,0.377778,20,35,50,8,8,4.97778,0,0,24,0,0,0.426667,3
41,1230,30,24,5,0,0,0.0444444,20,35,50,8,8,7.64444,24,0,0,0,0,0,1
46,1380,30,24,5,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
51,1530,30,24,5,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
56,1680,30,24,5,0,0,0,20,35,50,8,8,8,24,0,0,0,0,0,1
