time,train_position,train_speed,passenger_count,decision_interval,n1_quality,n2_quality,n3_quality,n1_latency,n2_latency,n3_latency,n1_loss,n2_loss,n3_loss,n1_load,n2_load,n3_load,n1_score,n2_score,n3_score,selected_link
29,435,15,12,2,0.477778,0.855556,0.188889,20,35,50,4.17778,1.15556,6.48889,5,5,2,0.656667,0.7775,0.313333,2
31,465,15,12,2,0.411111,0.922222,0.255556,20,35,50,4.71111,0.622222,5.95556,4,6,2,0.616667,0.8175,0.353333,2
33,495,15,12,2,0.344444,0.988889,0.322222,20,35,50,5.24444,0.0888889,5.42222,4,6,2,0.576667,0.8575,0.393333,2
35,525,15,12,2,0.277778,0.944444,0.388889,20,35,50,5.77778,0.444444,4.88889,3,6,3,0.536667,0.830833,0.433333,2
37,555,15,12,2,0.211111,0.877778,0.455556,20,35,50,6.31111,0.977778,4.35556,3,6,3,0.496667,0.790833,0.473333,2
39,585,15,12,2,0.144444,0.811111,0.522222,20,35,50,6.84444,1.51111,3.82222,3,5,4,0.456667,0.750833,0.513333,2
41,615,15,12,2,0.0777778,0.744444,0.588889,20,35,50,7.37778,2.04444,3.28889,3,5,4,0.416667,0.710833,0.553333,2
43,645,15,12,2,0.0111111,0.677778,0.655556,20,35,50,7.91111,2.57778,2.75556,0,6,6,0,0.670833,0.593333,2
45,675,15,12,2,0,0.611111,0.722222,20,35,50,8,3.11111,2.22222,0,6,6,0,0.630833,0.633333,3
47,705,15,12,2,0,0.544444,0.788889,20,35,50,8,3.64444,1.68889,0,6,6,0,0.590833,0.673333,3
49,735,15,12,2,0,0.477778,0.855556,20,35,50,8,4.17778,1.15556,0,5,7,0,0.550833,0.713333,3
51,765,15,12,2,0,0.411111,0.922222,20,35,50,8,4.71111,0.622222,0,5,7,0,0.510833,0.753333,3
53,795,15,12,2,0,0.344444,0.988889,20,35,50,8,5.24444,0.0888889,0,4,8,0,0.470833,0.793333,3
55,825,15,12,2,0,0.277778,0.944444,20,35,50,8,5.77778,0.444444,0,4,8,0,0.430833,0.766667,3
57,855,15,12,2,0,0.211111,0.877778,20,35,50,8,6.31111,0.977778,0,4,8,0,0.390833,0.726667,3
59,885,15,12,2,0,0.144444,0.811111,20,35,50,8,6.84444,1.51111,0,4,8,0,0.350833,0.686667,3
1,15,15,12,5,0.588889,0,0,20,35,50,3.28889,8,8,12,0,0,0.723333,0,0,1
6,90,15,12,5,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,9,3,0,0.823333,0.3175,0,1
11,165,15,12,5,0.922222,0.255556,0,20,35,50,0.622222,5.95556,8,8,4,0,0.923333,0.4175,0,1
16,240,15,12,5,0.911111,0.422222,0,20,35,50,0.711111,4.62222,8,8,4,0,0.916667,0.5175,0,1
21,315,15,12,5,0.744444,0.588889,0,20,35,50,2.04444,3.28889,8,7,5,0,0.816667,0.6175,0,1
26,390,15,12,5,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,5,5,2,0.716667,0.7175,0.253333,2
31,465,15,12,5,0.411111,0.922222,0.255556,20,35,50,4.71111,0.622222,5.95556,4,6,2,0.616667,0.8175,0.353333,2
36,540,15,12,5,0.244444,0.911111,0.422222,20,35,50,6.04444,0.711111,4.62222,3,6,3,0.516667,0.810833,0.453333,2
41,615,15,12,5,0.0777778,0.744444,0.588889,20,35,50,7.37778,2.04444,3.28889,3,5,4,0.416667,0.710833,0.553333,2
46,690,15,12,5,0,0.577778,0.755556,20,35,50,8,3.37778,1.95556,0,6,6,0,0.610833,0.653333,3
51,765,15,12,5,0,0.411111,0.922222,20,35,50,8,4.71111,0.622222,0,5,7,0,0.510833,0.753333,3
56,840,15,12,5,0,0.244444,0.911111,20,35,50,8,6.04444,0.711111,0,4,8,0,0.410833,0.746667,3
1,15,15,18,2,0.588889,0,0,20,35,50,3.28889,8,8,18,0,0,0.723333,0,0,1
3,45,15,18,2,0.655556,0,0,20,35,50,2.75556,8,8,18,0,0,0.763333,0,0,1
5,75,15,18,2,0.722222,0.0555556,0,20,35,50,2.22222,7.55556,8,13,5,0,0.803333,0.2975,0,1
7,105,15,18,2,0.788889,0.122222,0,20,35,50,1.68889,7.02222,8,13,5,0,0.843333,0.3375,0,1
9,135,15,18,2,0.855556,0.188889,0,20,35,50,1.15556,6.48889,8,13,5,0,0.883333,0.3775,0,1
11,165,15,18,2,0.922222,0.255556,0,20,35,50,0.622222,5.95556,8,13,5,0,0.923333,0.4175,0,1
13,195,15,18,2,0.988889,0.322222,0,20,35,50,0.0888889,5.42222,8,12,6,0,0.963333,0.4575,0,1
15,225,15,18,2,0.944444,0.388889,0,20,35,50,0.444444,4.88889,8,12,6,0,0.936667,0.4975,0,1
17,255,15,18,2,0.877778,0.455556,0,20,35,50,0.977778,4.35556,8,11,7,0,0.896667,0.5375,0,1
19,285,15,18,2,0.811111,0.522222,0,20,35,50,1.51111,3.82222,8,11,7,0,0.856667,0.5775,0,1
21,315,15,18,2,0.744444,0.588889,0,20,35,50,2.04444,3.28889,8,10,8,0,0.816667,0.6175,0,1
23,345,15,18,2,0.677778,0.655556,0,20,35,50,2.57778,2.75556,8,10,8,0,0.776667,0.6575,0,1
25,375,15,18,2,0.611111,0.722222,0.0555556,20,35,50,3.11111,2.22222,7.55556,8,8,2,0.736667,0.6975,0.233333,1
27,405,15,18,2,0.544444,0.788889,0.122222,20,35,50,3.64444,1.68889,7.02222,7,8,3,0.696667,0.7375,0.273333,2
29,435,15,18,2,0.477778,0.855556,0.188889,20,35,50,4.17778,1.15556,6.48889,7,8,3,0.656667,0.7775,0.313333,2
31,465,15,18,2,0.411111,0.922222,0.255556,20,35,50,4.71111,0.622222,5.95556,6,9,3,0.616667,0.8175,0.353333,2
33,495,15,18,2,0.344444,0.988889,0.322222,20,35,50,5.24444,0.0888889,5.42222,6,8,4,0.576667,0.8575,0.393333,2
35,525,15,18,2,0.277778,0.944444,0.388889,20,35,50,5.77778,0.444444,4.88889,5,9,4,0.536667,0.830833,0.433333,2
37,555,15,18,2,0.211111,0.877778,0.455556,20,35,50,6.31111,0.977778,4.35556,5,8,5,0.496667,0.790833,0.473333,2
39,585,15,18,2,0.144444,0.811111,0.522222,20,35,50,6.84444,1.51111,3.82222,5,8,5,0.456667,0.750833,0.513333,2
41,615,15,18,2,0.0777778,0.744444,0.588889,20,35,50,7.37778,2.04444,3.28889,4,8,6,0.416667,0.710833,0.553333,2
43,645,15,18,2,0.0111111,0.677778,0.655556,20,35,50,7.91111,2.57778,2.75556,0,10,8,0,0.670833,0.593333,2
45,675,15,18,2,0,0.611111,0.722222,20,35,50,8,3.11111,2.22222,0,9,9,0,0.630833,0.633333,3
47,705,15,18,2,0,0.544444,0.788889,20,35,50,8,3.64444,1.68889,0,8,10,0,0.590833,0.673333,3
49,735,15,18,2,0,0.477778,0.855556,20,35,50,8,4.17778,1.15556,0,8,10,0,0.550833,0.713333,3
51,765,15,18,2,0,0.411111,0.922222,20,35,50,8,4.71111,0.622222,0,7,11,0,0.510833,0.753333,3
53,795,15,18,2,0,0.344444,0.988889,20,35,50,8,5.24444,0.0888889,0,7,11,0,0.470833,0.793333,3
55,825,15,18,2,0,0.277778,0.944444,20,35,50,8,5.77778,0.444444,0,6,12,0,0.430833,0.766667,3
57,855,15,18,2,0,0.211111,0.877778,20,35,50,8,6.31111,0.977778,0,6,12,0,0.390833,0.726667,3
59,885,15,18,2,0,0.144444,0.811111,20,35,50,8,6.84444,1.51111,0,6,12,0,0.350833,0.686667,3
1,15,15,18,5,0.588889,0,0,20,35,50,3.28889,8,8,18,0,0,0.723333,0,0,1
6,90,15,18,5,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,13,5,0,0.823333,0.3175,0,1
11,165,15,18,5,0.922222,0.255556,0,20,35,50,0.622222,5.95556,8,13,5,0,0.923333,0.4175,0,1
16,240,15,18,5,0.911111,0.422222,0,20,35,50,0.711111,4.62222,8,12,6,0,0.916667,0.5175,0,1
21,315,15,18,5,0.744444,0.588889,0,20,35,50,2.04444,3.28889,8,10,8,0,0.816667,0.6175,0,1
26,390,15,18,5,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,8,8,2,0.716667,0.7175,0.253333,2
31,465,15,18,5,0.411111,0.922222,0.255556,20,35,50,4.71111,0.622222,5.95556,6,9,3,0.616667,0.8175,0.353333,2
36,540,15,18,5,0.244444,0.911111,0.422222,20,35,50,6.04444,0.711111,4.62222,5,8,5,0.516667,0.810833,0.453333,2
41,615,15,18,5,0.0777778,0.744444,0.588889,20,35,50,7.37778,2.04444,3.28889,4,8,6,0.416667,0.710833,0.553333,2
46,690,15,18,5,0,0.577778,0.755556,20,35,50,8,3.37778,1.95556,0,9,9,0,0.610833,0.653333,3
51,765,15,18,5,0,0.411111,0.922222,20,35,50,8,4.71111,0.622222,0,7,11,0,0.510833,0.753333,3
56,840,15,18,5,0,0.244444,0.911111,20,35,50,8,6.04444,0.711111,0,6,12,0,0.410833,0.746667,3
1,15,15,24,2,0.588889,0,0,20,35,50,3.28889,8,8,24,0,0,0.723333,0,0,1
3,45,15,24,2,0.655556,0,0,20,35,50,2.75556,8,8,24,0,0,0.763333,0,0,1
5,75,15,24,2,0.722222,0.0555556,0,20,35,50,2.22222,7.55556,8,18,6,0,0.803333,0.2975,0,1
7,105,15,24,2,0.788889,0.122222,0,20,35,50,1.68889,7.02222,8,17,7,0,0.843333,0.3375,0,1
9,135,15,24,2,0.855556,0.188889,0,20,35,50,1.15556,6.48889,8,17,7,0,0.883333,0.3775,0,1
11,165,15,24,2,0.922222,0.255556,0,20,35,50,0.622222,5.95556,8,17,7,0,0.923333,0.4175,0,1
13,195,15,24,2,0.988889,0.322222,0,20,35,50,0.0888889,5.42222,8,16,8,0,0.963333,0.4575,0,1
15,225,15,24,2,0.944444,0.388889,0,20,35,50,0.444444,4.88889,8,16,8,0,0.936667,0.4975,0,1
17,255,15,24,2,0.877778,0.455556,0,20,35,50,0.977778,4.35556,8,15,9,0,0.896667,0.5375,0,1
19,285,15,24,2,0.811111,0.522222,0,20,35,50,1.51111,3.82222,8,14,10,0,0.856667,0.5775,0,1
21,315,15,24,2,0.744444,0.588889,0,20,35,50,2.04444,3.28889,8,14,10,0,0.816667,0.6175,0,1
23,345,15,24,2,0.677778,0.655556,0,20,35,50,2.57778,2.75556,8,13,11,0,0.776667,0.6575,0,1
25,375,15,24,2,0.611111,0.722222,0.0555556,20,35,50,3.11111,2.22222,7.55556,11,10,3,0.736667,0.6975,0.233333,1
27,405,15,24,2,0.544444,0.788889,0.122222,20,35,50,3.64444,1.68889,7.02222,10,10,4,0.696667,0.7375,0.273333,2
29,435,15,24,2,0.477778,0.855556,0.188889,20,35,50,4.17778,1.15556,6.48889,9,11,4,0.656667,0.7775,0.313333,2
31,465,15,24,2,0.411111,0.922222,0.255556,20,35,50,4.71111,0.622222,5.95556,8,11,5,0.616667,0.8175,0.353333,2
33,495,15,24,2,0.344444,0.988889,0.322222,20,35,50,5.24444,0.0888889,5.42222,8,11,5,0.576667,0.8575,0.393333,2
35,525,15,24,2,0.277778,0.944444,0.388889,20,35,50,5.77778,0.444444,4.88889,7,11,6,0.536667,0.830833,0.433333,2
37,555,15,24,2,0.211111,0.877778,0.455556,20,35,50,6.31111,0.977778,4.35556,7,11,6,0.496667,0.790833,0.473333,2
39,585,15,24,2,0.144444,0.811111,0.522222,20,35,50,6.84444,1.51111,3.82222,6,11,7,0.456667,0.750833,0.513333,2
41,615,15,24,2,0.0777778,0.744444,0.588889,20,35,50,7.37778,2.04444,3.28889,6,10,8,0.416667,0.710833,0.553333,2
43,645,15,24,2,0.0111111,0.677778,0.655556,20,35,50,7.91111,2.57778,2.75556,0,13,11,0,0.670833,0.593333,2
45,675,15,24,2,0,0.611111,0.722222,20,35,50,8,3.11111,2.22222,0,12,12,0,0.630833,0.633333,3
47,705,15,24,2,0,0.544444,0.788889,20,35,50,8,3.64444,1.68889,0,11,13,0,0.590833,0.673333,3
49,735,15,24,2,0,0.477778,0.855556,20,35,50,8,4.17778,1.15556,0,10,14,0,0.550833,0.713333,3
51,765,15,24,2,0,0.411111,0.922222,20,35,50,8,4.71111,0.622222,0,10,14,0,0.510833,0.753333,3
53,795,15,24,2,0,0.344444,0.988889,20,35,50,8,5.24444,0.0888889,0,9,15,0,0.470833,0.793333,3
55,825,15,24,2,0,0.277778,0.944444,20,35,50,8,5.77778,0.444444,0,8,16,0,0.430833,0.766667,3
57,855,15,24,2,0,0.211111,0.877778,20,35,50,8,6.31111,0.977778,0,8,16,0,0.390833,0.726667,3
59,885,15,24,2,0,0.144444,0.811111,20,35,50,8,6.84444,1.51111,0,8,16,0,0.350833,0.686667,3
1,15,15,24,5,0.588889,0,0,20,35,50,3.28889,8,8,24,0,0,0.723333,0,0,1
6,90,15,24,5,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,18,6,0,0.823333,0.3175,0,1
11,165,15,24,5,0.922222,0.255556,0,20,35,50,0.622222,5.95556,8,17,7,0,0.923333,0.4175,0,1
16,240,15,24,5,0.911111,0.422222,0,20,35,50,0.711111,4.62222,8,15,9,0,0.916667,0.5175,0,1
21,315,15,24,5,0.744444,0.588889,0,20,35,50,2.04444,3.28889,8,14,10,0,0.816667,0.6175,0,1
26,390,15,24,5,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,10,11,3,0.716667,0.7175,0.253333,2
31,465,15,24,5,0.411111,0.922222,0.255556,20,35,50,4.71111,0.622222,5.95556,8,11,5,0.616667,0.8175,0.353333,2
36,540,15,24,5,0.244444,0.911111,0.422222,20,35,50,6.04444,0.711111,4.62222,7,11,6,0.516667,0.810833,0.453333,2
41,615,15,24,5,0.0777778,0.744444,0.588889,20,35,50,7.37778,2.04444,3.28889,6,10,8,0.416667,0.710833,0.553333,2
46,690,15,24,5,0,0.577778,0.755556,20,35,50,8,3.37778,1.95556,0,12,12,0,0.610833,0.653333,3
51,765,15,24,5,0,0.411111,0.922222,20,35,50,8,4.71111,0.622222,0,10,14,0,0.510833,0.753333,3
56,840,15,24,5,0,0.244444,0.911111,20,35,50,8,6.04444,0.711111,0,8,16,0,0.410833,0.746667,3
1,20,20,6,2,0.6,0,0,20,35,50,3.2,8,8,6,0,0,0.73,0,0,1
3,60,20,6,2,0.688889,0.0222222,0,20,35,50,2.48889,7.82222,8,6,0,0,0.783333,0,0,1
5,100,20,6,2,0.777778,0.111111,0,20,35,50,1.77778,7.11111,8,5,1,0,0.836667,0.330833,0,1
7,140,20,6,2,0.866667,0.2,0,20,35,50,1.06667,6.4,8,4,2,0,0.89,0.384167,0,1
9,180,20,6,2,0.955556,0.288889,0,20,35,50,0.355556,5.68889,8,4,2,0,0.943333,0.4375,0,1
11,220,20,6,2,0.955556,0.377778,0,20,35,50,0.355556,4.97778,8,4,2,0,0.943333,0.490833,0,1
13,260,20,6,2,0.866667,0.466667,0,20,35,50,1.06667,4.26667,8,4,2,0,0.89,0.544167,0,1
15,300,20,6,2,0.777778,0.555556,0,20,35,50,1.77778,3.55556,8,4,2,0,0.836667,0.5975,0,1
17,340,20,6,2,0.688889,0.644444,0,20,35,50,2.48889,2.84444,8,3,3,0,0.783333,0.650833,0,1
19,380,20,6,2,0.6,0.733333,0.0666667,20,35,50,3.2,2.13333,7.46667,3,2,1,0.73,0.704167,0.24,1
21,420,20,6,2,0.511111,0.822222,0.155556,20,35,50,3.91111,1.42222,6.75556,2,3,1,0.676667,0.7575,0.293333,2
23,460,20,6,2,0.422222,0.911111,0.244444,20,35,50,4.62222,0.711111,6.04444,2,3,1,0.623333,0.810833,0.346667,2
25,500,20,6,2,0.333333,1,0.333333,20,35,50,5.33333,0,5.33333,2,3,1,0.57,0.864167,0.4,2
27,540,20,6,2,0.244444,0.911111,0.422222,20,35,50,6.04444,0.711111,4.62222,2,3,1,0.516667,0.810833,0.453333,2
29,580,20,6,2,0.155556,0.822222,0.511111,20,35,50,6.75556,1.42222,3.91111,1,3,2,0.463333,0.7575,0.506667,2
31,620,20,6,2,0.0666667,0.733333,0.6,20,35,50,7.46667,2.13333,3.2,1,3,2,0.41,0.704167,0.56,2
33,660,20,6,2,0,0.644444,0.688889,20,35,50,8,2.84444,2.48889,0,3,3,0,0.650833,0.613333,2
35,700,20,6,2,0,0.555556,0.777778,20,35,50,8,3.55556,1.77778,0,3,3,0,0.5975,0.666667,3
37,740,20,6,2,0,0.466667,0.866667,20,35,50,8,4.26667,1.06667,0,3,3,0,0.544167,0.72,3
39,780,20,6,2,0,0.377778,0.955556,20,35,50,8,4.97778,0.355556,0,2,4,0,0.490833,0.773333,3
41,820,20,6,2,0,0.288889,0.955556,20,35,50,8,5.68889,0.355556,0,2,4,0,0.4375,0.773333,3
43,860,20,6,2,0,0.2,0.866667,20,35,50,8,6.4,1.06667,0,2,4,0,0.384167,0.72,3
45,900,20,6,2,0,0.111111,0.777778,20,35,50,8,7.11111,1.77778,0,2,4,0,0.330833,0.666667,3
47,940,20,6,2,0,0.0222222,0.688889,20,35,50,8,7.82222,2.48889,0,0,6,0,0,0.613333,3
49,980,20,6,2,0,0,0.6,20,35,50,8,8,3.2,0,0,6,0,0,0.56,3
51,1020,20,6,2,0,0,0.511111,20,35,50,8,8,3.91111,0,0,6,0,0,0.506667,3
53,1060,20,6,2,0,0,0.422222,20,35,50,8,8,4.62222,0,0,6,0,0,0.453333,3
55,1100,20,6,2,0,0,0.333333,20,35,50,8,8,5.33333,0,0,6,0,0,0.4,3
57,1140,20,6,2,0,0,0.244444,20,35,50,8,8,6.04444,0,0,6,0,0,0.346667,3
59,1180,20,6,2,0,0,0.155556,20,35,50,8,8,6.75556,0,0,6,0,0,0.293333,3
1,20,20,6,5,0.6,0,0,20,35,50,3.2,8,8,6,0,0,0.73,0,0,1
6,120,20,6,5,0.822222,0.155556,0,20,35,50,1.42222,6.75556,8,4,2,0,0.863333,0.3575,0,1
11,220,20,6,5,0.955556,0.377778,0,20,35,50,0.355556,4.97778,8,4,2,0,0.943333,0.490833,0,1
16,320,20,6,5,0.733333,0.6,0,20,35,50,2.13333,3.2,8,3,3,0,0.81,0.624167,0,1
21,420,20,6,5,0.511111,0.822222,0.155556,20,35,50,3.91111,1.42222,6.75556,2,3,1,0.676667,0.7575,0.293333,2
26,520,20,6,5,0.288889,0.955556,0.377778,20,35,50,5.68889,0.355556,4.97778,2,3,1,0.543333,0.8375,0.426667,2
31,620,20,6,5,0.0666667,0.733333,0.6,20,35,50,7.46667,2.13333,3.2,1,3,2,0.41,0.704167,0.56,2
36,720,20,6,5,0,0.511111,0.822222,20,35,50,8,3.91111,1.42222,0,3,3,0,0.570833,0.693333,3
41,820,20,6,5,0,0.288889,0.955556,20,35,50,8,5.68889,0.355556,0,2,4,0,0.4375,0.773333,3
46,920,20,6,5,0,0.0666667,0.733333,20,35,50,8,7.46667,2.13333,0,2,4,0,0.304167,0.64,3
51,1020,20,6,5,0,0,0.511111,20,35,50,8,8,3.91111,0,0,6,0,0,0.506667,3
56,1120,20,6,5,0,0,0.288889,20,35,50,8,8,5.68889,0,0,6,0,0,0.373333,3
1,20,20,12,2,0.6,0,0,20,35,50,3.2,8,8,12,0,0,0.73,0,0,1
3,60,20,12,2,0.688889,0.0222222,0,20,35,50,2.48889,7.82222,8,12,0,0,0.783333,0,0,1
5,100,20,12,2,0.777778,0.111111,0,20,35,50,1.77778,7.11111,8,9,3,0,0.836667,0.330833,0,1
7,140,20,12,2,0.866667,0.2,0,20,35,50,1.06667,6.4,8,9,3,0,0.89,0.384167,0,1
9,180,20,12,2,0.955556,0.288889,0,20,35,50,0.355556,5.68889,8,8,4,0,0.943333,0.4375,0,1
11,220,20,12,2,0.955556,0.377778,0,20,35,50,0.355556,4.97778,8,8,4,0,0.943333,0.490833,0,1
13,260,20,12,2,0.866667,0.466667,0,20,35,50,1.06667,4.26667,8,8,4,0,0.89,0.544167,0,1
15,300,20,12,2,0.777778,0.555556,0,20,35,50,1.77778,3.55556,8,7,5,0,0.836667,0.5975,0,1
17,340,20,12,2,0.688889,0.644444,0,20,35,50,2.48889,2.84444,8,7,5,0,0.783333,0.650833,0,1
19,380,20,12,2,0.6,0.733333,0.0666667,20,35,50,3.2,2.13333,7.46667,6,5,1,0.73,0.704167,0.24,1
21,420,20,12,2,0.511111,0.822222,0.155556,20,35,50,3.91111,1.42222,6.75556,5,5,2,0.676667,0.7575,0.293333,2
23,460,20,12,2,0.422222,0.911111,0.244444,20,35,50,4.62222,0.711111,6.04444,4,6,2,0.623333,0.810833,0.346667,2
25,500,20,12,2,0.333333,1,0.333333,20,35,50,5.33333,0,5.33333,4,6,2,0.57,0.864167,0.4,2
27,540,20,12,2,0.244444,0.911111,0.422222,20,35,50,6.04444,0.711111,4.62222,3,6,3,0.516667,0.810833,0.453333,2
29,580,20,12,2,0.155556,0.822222,0.511111,20,35,50,6.75556,1.42222,3.91111,3,5,4,0.463333,0.7575,0.506667,2
31,620,20,12,2,0.0666667,0.733333,0.6,20,35,50,7.46667,2.13333,3.2,3,5,4,0.41,0.704167,0.56,2
33,660,20,12,2,0,0.644444,0.688889,20,35,50,8,2.84444,2.48889,0,6,6,0,0.650833,0.613333,2
35,700,20,12,2,0,0.555556,0.777778,20,35,50,8,3.55556,1.77778,0,6,6,0,0.5975,0.666667,3
37,740,20,12,2,0,0.466667,0.866667,20,35,50,8,4.26667,1.06667,0,5,7,0,0.544167,0.72,3
39,780,20,12,2,0,0.377778,0.955556,20,35,50,8,4.97778,0.355556,0,5,7,0,0.490833,0.773333,3
41,820,20,12,2,0,0.288889,0.955556,20,35,50,8,5.68889,0.355556,0,4,8,0,0.4375,0.773333,3
43,860,20,12,2,0,0.2,0.866667,20,35,50,8,6.4,1.06667,0,4,8,0,0.384167,0.72,3
45,900,20,12,2,0,0.111111,0.777778,20,35,50,8,7.11111,1.77778,0,4,8,0,0.330833,0.666667,3
47,940,20,12,2,0,0.0222222,0.688889,20,35,50,8,7.82222,2.48889,0,0,12,0,0,0.613333,3
49,980,20,12,2,0,0,0.6,20,35,50,8,8,3.2,0,0,12,0,0,0.56,3
51,1020,20,12,2,0,0,0.511111,20,35,50,8,8,3.91111,0,0,12,0,0,0.506667,3
53,1060,20,12,2,0,0,0.422222,20,35,50,8,8,4.62222,0,0,12,0,0,0.453333,3
55,1100,20,12,2,0,0,0.333333,20,35,50,8,8,5.33333,0,0,12,0,0,0.4,3
57,1140,20,12,2,0,0,0.244444,20,35,50,8,8,6.04444,0,0,12,0,0,0.346667,3
59,1180,20,12,2,0,0,0.155556,20,35,50,8,8,6.75556,0,0,12,0,0,0.293333,3
1,20,20,12,5,0.6,0,0,20,35,50,3.2,8,8,12,0,0,0.73,0,0,1
6,120,20,12,5,0.822222,0.155556,0,20,35,50,1.42222,6.75556,8,9,3,0,0.863333,0.3575,0,1
11,220,20,12,5,0.955556,0.377778,0,20,35,50,0.355556,4.97778,8,8,4,0,0.943333,0.490833,0,1
16,320,20,12,5,0.733333,0.6,0,20,35,50,2.13333,3.2,8,7,5,0,0.81,0.624167,0,1
21,420,20,12,5,0.511111,0.822222,0.155556,20,35,50,3.91111,1.42222,6.75556,5,5,2,0.676667,0.7575,0.293333,2
26,520,20,12,5,0.288889,0.955556,0.377778,20,35,50,5.68889,0.355556,4.97778,3,6,3,0.543333,0.8375,0.426667,2
31,620,20,12,5,0.0666667,0.733333,0.6,20,35,50,7.46667,2.13333,3.2,3,5,4,0.41,0.704167,0.56,2
36,720,20,12,5,0,0.511111,0.822222,20,35,50,8,3.91111,1.42222,0,5,7,0,0.570833,0.693333,3
41,820,20,12,5,0,0.288889,0.955556,20,35,50,8,5.68889,0.355556,0,4,8,0,0.4375,0.773333,3
46,920,20,12,5,0,0.0666667,0.733333,20,35,50,8,7.46667,2.13333,0,4,8,0,0.304167,0.64,3
51,1020,20,12,5,0,0,0.511111,20,35,50,8,8,3.91111,0,0,12,0,0,0.506667,3
56,1120,20,12,5,0,0,0.288889,20,35,50,8,8,5.68889,0,0,12,0,0,0.373333,3
1,20,20,18,2,0.6,0,0,20,35,50,3.2,8,8,18,0,0,0.73,0,0,1
3,60,20,18,2,0.688889,0.0222222,0,20,35,50,2.48889,7.82222,8,18,0,0,0.783333,0,0,1
5,100,20,18,2,0.777778,0.111111,0,20,35,50,1.77778,7.11111,8,13,5,0,0.836667,0.330833,0,1
7,140,20,18,2,0.866667,0.2,0,20,35,50,1.06667,6.4,8,13,5,0,0.89,0.384167,0,1
9,180,20,18,2,0.955556,0.288889,0,20,35,50,0.355556,5.68889,8,12,6,0,0.943333,0.4375,0,1
11,220,20,18,2,0.955556,0.377778,0,20,35,50,0.355556,4.97778,8,12,6,0,0.943333,0.490833,0,1
13,260,20,18,2,0.866667,0.466667,0,20,35,50,1.06667,4.26667,8,11,7,0,0.89,0.544167,0,1
15,300,20,18,2,0.777778,0.555556,0,20,35,50,1.77778,3.55556,8,11,7,0,0.836667,0.5975,0,1
17,340,20,18,2,0.688889,0.644444,0,20,35,50,2.48889,2.84444,8,10,8,0,0.783333,0.650833,0,1
